Claim,Claim Count,Issue
against Elon Musk and the Department of Government Efficiency; against attempts to kill the Consumer Financial Protection Bureau; against President Trump's abuse of executive power; for democracy,0,Musk/DOGE
against ICE raids and immigrant deportations; against President Trump's immigration policies,0,Immigration
against Israel's detention of Dr. Hussam Abu Safiya and other healthcare workers from Gaza; against genocide in Gaza; against Israel's ongoing attacks in the West Bank; for Palestinian liberation,0,Gaza
against Israel's detention of Dr. Hussam Abu Safiya and other healthcare workers from Gaza; against genocide in Gaza; against Israel's ongoing attacks in the West Bank; for Palestinian liberation,0,Workers
against Israel's detention of Dr. Hussam Abu Safiya and other healthcare workers from Gaza; against genocide in Gaza; against Israel's ongoing attacks in the West Bank; for Palestinian liberation,0,Healthcare
for justice for Michael Barrera and all victims of police violence; against police brutality; against racism,0,Racial Justice
against U.S. immigration policies; against ICE raids; for immigrant rights,0,Immigration
against ICE raids and immigrant deportations; against U.S. invovlement in Gaza; for the abolition of ICE; against the genocide in Gaza,0,Gaza
against ICE raids and immigrant deportations; against U.S. invovlement in Gaza; for the abolition of ICE; against the genocide in Gaza,0,Immigration
against ICE raids and immigrant deportations; against police brutality; against the police shooting of Alejandro Campos Rios; for the removal of the El Camino Real bells in downtown Fullerton; for changing the Anaheim High School mascot name the Colonists; against white supremacy,0,Immigration
against ICE raids and immigrant deportations; against police brutality; against the police shooting of Alejandro Campos Rios; for the removal of the El Camino Real bells in downtown Fullerton; for changing the Anaheim High School mascot name the Colonists; against white supremacy,0,Racial Justice
for ceasefire in Gaza; for arms embargo on Israel; for Palestinian liberation; for trans rights; against ICE raids and immigrant deportations; against anti-Black racism and police brutality; for Indigenous sovereignty,0,Gaza
for ceasefire in Gaza; for arms embargo on Israel; for Palestinian liberation; for trans rights; against ICE raids and immigrant deportations; against anti-Black racism and police brutality; for Indigenous sovereignty,0,Immigration
for ceasefire in Gaza; for arms embargo on Israel; for Palestinian liberation; for trans rights; against ICE raids and immigrant deportations; against anti-Black racism and police brutality; for Indigenous sovereignty,0,Racial Justice
for ceasefire in Gaza; for arms embargo on Israel; for Palestinian liberation; for trans rights; against ICE raids and immigrant deportations; against anti-Black racism and police brutality; for Indigenous sovereignty,0,LGBTplus
against ICE raids and immigrant deportations; for legalization for all undocumented migrants,0,Immigration
against President Trump's visit to New Orleans for the Super Bowl; against ICE raids and immigrant deportations against attacks on trans people; for Palestinian liberation,0,Gaza
against President Trump's visit to New Orleans for the Super Bowl; against ICE raids and immigrant deportations against attacks on trans people; for Palestinian liberation,0,Immigration
against President Trump's visit to New Orleans for the Super Bowl; against ICE raids and immigrant deportations against attacks on trans people; for Palestinian liberation,0,LGBTplus
against ICE raids and immigrant deportations; for Palestinian liberation; for collective liberation; against imperialism,0,Gaza
against ICE raids and immigrant deportations; for Palestinian liberation; for collective liberation; against imperialism,0,Immigration
against ICE raids and immigrant deportations; for abolishing ICE,0,Immigration
against President Trump; against fascism; against white supremacy; for immigrants' rights; for democracy; for free speech and freedom of the press,0,Immigration
against the deportation of immigrants; for immigration reform,0,Immigration
againts a lack of administrative action over three undergraduate referenda passed last fall; for undergraduate workers' rights; against fossil fuels; for Palestinian liberation; for Princeton's divestment from Israeli weapons manufacturers,0,Environment
